"Sample","Peak","Intensity","Frequency","Key","Correction"
"bagpipe_52",16,0.101717,2966.29,102,-4
"bagpipe_52",17,0.0941401,2298.74,98,38
"bagpipe_52",18,0.079527,1977.08,95,-1
"bagpipe_52",19,0.0739252,1325.68,88,-9
"bagpipe_52",20,0.065054,982.482,83,9
"bagpipe_52",21,0.0649145,3955.5,107,-2
"bagpipe_52",22,0.0640633,2294.7,98,41
"bagpipe_52",23,0.061903,652.745,76,17
"bagpipe_52",24,0.0617258,2318.93,98,23
"bagpipe_52",25,0.0608514,2640.59,100,-2
"bagpipe_52",26,0.0607786,1643.3,92,19
"bagpipe_52",27,0.0592899,2632.51,100,3
"bagpipe_52",28,0.0579763,1308.18,88,14
"bagpipe_52",29,0.0550401,994.595,83,-12
"bagpipe_52",30,0.0534278,664.858,76,-15
"bagpipe_53",1,1,1395.66,89,2
"bagpipe_53",2,0.782125,348.579,65,3
"bagpipe_53",3,0.68741,1745.59,93,14
"bagpipe_53",4,0.652257,697.159,77,3
"bagpipe_53",5,0.539946,3142.6,103,-4
"bagpipe_53",6,0.412226,3491.18,105,14
"bagpipe_53",7,0.375251,1047.08,84,-1
"bagpipe_53",8,0.302424,2094.17,96,-1
"bagpipe_53",9,0.187437,3841.1,107,49
"bagpipe_53",10,0.156939,4189.68,108,-2
"bagpipe_53",11,0.137748,344.542,65,23
"bagpipe_53",12,0.13106,352.617,65,-17
"bagpipe_53",13,0.124135,6285.2,115,-4
"bagpipe_53",14,0.1181,1390.28,89,8
"bagpipe_53",15,0.117639,4539.61,109,-40
"bagpipe_53",16,0.11678,5586.69,113,0
"bagpipe_53",17,0.113264,5935.27,114,-4
"bagpipe_53",18,0.107368,1402.39,89,-7
"bagpipe_53",19,0.0941114,2792.67,101,1
"bagpipe_53",20,0.0823268,691.775,77,17
"bagpipe_53",21,0.0796102,703.888,77,-13
"bagpipe_53",22,0.074375,1386.24,89,13
"bagpipe_53",23,0.0702189,3147.98,103,-7
"bagpipe_53",24,0.0688893,1737.51,93,22
"bagpipe_53",25,0.067203,6633.77,116,3
"bagpipe_53",26,0.0669252,340.504,65,44
"bagpipe_53",27,0.0651732,1043.05,84,6
"bagpipe_53",28,0.0637701,4888.19,111,32
"bagpipe_53",29,0.063745,356.655,65,-36
"bagpipe_53",30,0.0619975,1406.43,89,-12
"bagpipe_53",31,0.0614624,3487.14,105,16
"bagpipe_53",32,0.0594751,1753.66,93,6
"bagpipe_53",33,0.0565487,8729.29,121,28
"bagpipe_53",34,0.056055,3135.87,103,0
"bagpipe_53",35,0.0551199,7332.28,118,30
"bagpipe_53",36,0.0550133,1051.12,84,-8
"bagpipe_53",37,0.053873,8030.78,119,-28
"bagpipe_53",38,0.0522871,1382.2,89,18
"bagpipe_53",39,0.0500982,6983.7,117,14
"bagpipe_54",1,1,1849.22,94,14
"bagpipe_54",2,0.915021,1479.11,90,1
"bagpipe_54",3,0.892132,368.767,66,6
"bagpipe_54",4,0.648056,738.881,78,3
"bagpipe_54",5,0.464511,3329.67,104,-4
"bagpipe_54",6,0.326081,3699.79,106,14
"bagpipe_54",7,0.239769,2219.33,97,-1
"bagpipe_54",8,0.233378,4068.55,108,49
"bagpipe_54",9,0.225995,1108.99,85,0
"bagpipe_54",10,0.162255,1483.14,90,-4
"bagpipe_54",11,0.136142,1475.07,90,6
"bagpipe_54",12,0.121432,4808.78,110,-40
"bagpipe_54",13,0.115012,2959.56,102,0
"bagpipe_54",14,0.114999,363.384,66,31
"bagpipe_54",15,0.111706,6659.35,116,-4
"bagpipe_54",16,0.109768,4438.67,109,-1
"bagpipe_54",17,0.102482,375.497,66,-26
"bagpipe_54",18,0.0931008,5919.12,114,0
"bagpipe_54",19,0.0921062,1857.3,94,7
"bagpipe_54",20,0.088818,6289.23,115,-5
"bagpipe_54",21,0.0860138,1841.15,94,22
"bagpipe_54",22,0.0794208,1487.18,90,-8
"bagpipe_54",23,0.0771083,733.497,78,15
"bagpipe_54",24,0.0722367,1471.03,90,10
"bagpipe_54",25,0.0683738,359.346,65,-49
"bagpipe_54",26,0.0665243,745.61,78,-13
"bagpipe_54",27,0.0616536,379.534,66,-44
"bagpipe_54",28,0.0587176,3335.06,104,-7
"bagpipe_54",29,0.0585739,1861.33,94,3
"bagpipe_54",30,0.0577101,7399.57,118,14
"bagpipe_54",31,0.0566039,1837.11,94,26
"bagpipe_54",32,0.0558404,7769.69,119,29
"bagpipe_54",33,0.0528976,3322.94,104,0
"bagpipe_54",34,0.0506261,1491.22,90,-13
"bagpipe_55",1,1,1567.93,91,0
"bagpipe_55",2,0.785245,783.294,79,2
"bagpipe_55",3,0.698009,1959.58,95,14
"bagpipe_55",4,0.43814,391.647,67,2
"bagpipe_55",5,0.425321,3527.52,105,-4
"bagpipe_55",6,0.279886,3919.16,107,14
"bagpipe_55",7,0.202506,2351.23,98,-1
"bagpipe_55",8,0.164833,4310.81,109,49
"bagpipe_55",9,0.14369,1174.94,86,0
"bagpipe_55",10,0.136888,787.332,79,-7
"bagpipe_55",11,0.130273,1573.32,91,-6
"bagpipe_55",12,0.127661,779.257,79,10
"bagpipe_55",13,0.123531,1561.2,91,7
"bagpipe_55",14,0.0977929,4703.8,110,-2
"bagpipe_55",15,0.0909654,5095.45,111,-40
"bagpipe_55",16,0.0850704,6663.38,116,-5
"bagpipe_55",17,0.0834273,7055.03,117,-4
"bagpipe_55",18,0.077117,6271.74,115,0
"bagpipe_55",19,0.0757206,1557.17,91,12
"bagpipe_55",20,0.0741777,1577.36,91,-10
"bagpipe_55",21,0.0713614,3135.87,103,0
"bagpipe_55",22,0.0668952,791.369,79,-16
"bagpipe_55",23,0.0649755,3531.55,105,-6
"bagpipe_55",24,0.0636416,1951.51,95,21
"bagpipe_55",25,0.0634549,775.219,79,19
"bagpipe_55",26,0.0603249,1967.66,95,7
"bagpipe_55",27,0.0529135,1581.39,91,-15
"bagpipe_55",28,0.0518956,1553.13,91,16
"bagpipe_55",29,0.0509293,8231.32,120,29
"bagpipe_56",1,1,414.527,68,3
"bagpipe_56",2,0.715735,830.399,80,0
"bagpipe_56",3,0.551416,1660.8,92,0
"bagpipe_56",4,0.49035,2075.33,96,15
"bagpipe_56",5,0.331574,3737.47,106,-4
"bagpipe_56",6,0.265719,4152,108,14
"bagpipe_56",7,0.203984,1244.93,87,-1
"bagpipe_56",8,0.195581,4567.87,110,49
"bagpipe_56",9,0.171939,418.564,68,-14
"bagpipe_56",10,0.164707,410.489,68,20
"bagpipe_56",11,0.128757,4982.4,111,-2
"bagpipe_56",12,0.111079,5398.27,112,-40
"bagpipe_56",13,0.09345,835.783,80,-11
"bagpipe_56",14,0.0886677,823.67,80,15
"bagpipe_56",15,0.0835925,422.602,68,-30
"bagpipe_56",16,0.080142,406.452,68,37
"bagpipe_56",17,0.0732444,1666.18,92,-5
"bagpipe_56",18,0.0662681,2491.2,99,-2
"bagpipe_56",19,0.0655111,7059.07,117,-5
"bagpipe_56",20,0.0640048,6643.2,116,0
"bagpipe_56",21,0.0631857,1654.07,92,7
"bagpipe_56",22,0.0594451,2082.06,96,9
"bagpipe_56",23,0.0588275,3321.6,104,0
"bagpipe_56",24,0.0553597,839.821,80,-19
"bagpipe_56",25,0.0549205,426.64,68,-47
"bagpipe_56",26,0.0540208,5812.8,114,32
"bagpipe_56",27,0.0534091,402.414,67,-45
"bagpipe_56",28,0.0519961,819.633,80,23
"bagpipe_56",29,0.0507914,4156.04,108,12
"bagpipe_57",1,1,1759.05,93,1
"bagpipe_57",2,0.787258,2199.15,97,14
"bagpipe_57",3,0.66848,438.752,69,5
"bagpipe_57",4,0.561315,878.851,81,2
"bagpipe_57",5,0.33691,3958.19,107,-3
"bagpipe_57",6,0.283651,4398.29,109,14
"bagpipe_57",7,0.258447,1318.95,88,-1
"bagpipe_57",8,0.214362,4838.39,111,49
"bagpipe_57",9,0.172631,1763.08,93,-3
"bagpipe_57",10,0.167165,1755.01,93,5
"bagpipe_57",11,0.166578,2639.24,100,-1
"bagpipe_57",12,0.115389,5278.49,112,-1
"bagpipe_57",13,0.0919084,7917.73,119,-3
"bagpipe_57",14,0.0896074,7038.88,117,0
"bagpipe_57",15,0.0862529,1767.12,93,-7
"bagpipe_57",16,0.0842864,433.369,69,26
"bagpipe_57",17,0.0837144,1750.97,93,9
"bagpipe_57",18,0.0813954,3518.09,105,1
"bagpipe_57",19,0.0805313,5718.59,113,-40
"bagpipe_57",20,0.0789798,7477.63,118,-4
"bagpipe_57",21,0.074454,445.482,69,-21
"bagpipe_57",22,0.0737353,2191.07,97,21
"bagpipe_57",23,0.0642379,2207.22,97,8
"bagpipe_57",24,0.0585127,1771.16,93,-11
"bagpipe_57",25,0.0545573,1746.93,93,13
"bagpipe_57",26,0.0533207,8357.83,120,3
"bagpipe_57",27,0.0517678,9238.03,122,30
"bagpipe_57",28,0.0502556,429.331,69,42
"bagpipe_58",1,1,465.67,70,2
"bagpipe_58",2,0.65107,931.339,82,2
"bagpipe_58",3,0.523992,2329.69,98,15
"bagpipe_58",4,0.328343,4195.07,108,-4
"bagpipe_58",5,0.320587,1864.02,94,1
"bagpipe_58",6,0.227984,2796.71,101,-2
"bagpipe_58",7,0.177056,461.632,70,17
"bagpipe_58",8,0.169068,5593.42,113,-2
"bagpipe_58",9,0.160962,469.707,70,-13
"bagpipe_58",10,0.133353,4660.73,110,14
"bagpipe_58",11,0.13252,6059.09,114,-40
"bagpipe_58",12,0.117216,1398.36,89,-2
"bagpipe_58",13,0.096756,5126.4,112,49
"bagpipe_58",14,0.0910131,3728.05,106,1
"bagpipe_58",15,0.0847512,457.595,70,32
"bagpipe_58",16,0.082642,925.956,82,12
"bagpipe_58",17,0.0791568,473.745,70,-28
"bagpipe_58",18,0.0740829,9788.49,123,29
"bagpipe_58",19,0.0728886,8390.13,120,-4
"bagpipe_58",20,0.0680482,7458.79,118,0
"bagpipe_58",21,0.0647672,938.069,82,-11
"bagpipe_58",22,0.0642697,4191.03,108,-2
"bagpipe_58",23,0.0630809,6526.11,116,31
"bagpipe_58",24,0.0571283,9322.82,122,14
"bagpipe_58",25,0.0549904,453.557,70,47
"bagpipe_58",26,0.0525661,477.783,70,-43
"bagpipe_59",1,1,1974.39,95,1
"bagpipe_59",2,0.841369,2468.32,99,14
"bagpipe_59",3,0.691639,492.587,71,5
"bagpipe_59",4,0.683388,986.52,83,2
"bagpipe_59",5,0.30914,4444.05,109,-4
"bagpipe_59",6,0.207714,1480.45,90,-1
"bagpipe_59",7,0.206708,5430.57,113,49
"bagpipe_59",8,0.194268,4936.64,111,14
"bagpipe_59",9,0.177759,1978.42,95,-3
"bagpipe_59",10,0.175623,2962.25,102,-1
"bagpipe_59",11,0.154389,1970.35,95,5
"bagpipe_59",12,0.126902,5924.5,114,-1
"bagpipe_59",13,0.102501,8888.1,121,-4
"bagpipe_59",14,0.0991815,6418.44,115,-40
"bagpipe_59",15,0.0941799,7900.23,119,0
"bagpipe_59",16,0.0891656,1982.46,95,-6
"bagpipe_59",17,0.0882779,487.204,71,24
"bagpipe_59",18,0.0881525,3950.12,107,0
"bagpipe_59",19,0.083001,981.137,83,12
"bagpipe_59",20,0.0802667,499.316,71,-19
"bagpipe_59",21,0.0789959,8394.17,120,-5
"bagpipe_59",22,0.0775822,1966.31,95,8
"bagpipe_59",23,0.0746104,2460.24,99,20
"bagpipe_59",24,0.0742432,2476.39,99,9
"bagpipe_59",25,0.063071,993.249,83,-10
"bagpipe_59",26,0.0580257,1986.5,95,-10
"bagpipe_59",27,0.0520358,1962.27,95,12
"bagpipe_59",28,0.0517999,483.166,71,38
"bagpipe_59",29,0.0513451,2456.21,99,23
"bagpipe_60",1,1,2092.82,96,0
"bagpipe_60",2,0.873071,1569.28,91,-1
"bagpipe_60",3,0.560343,5231.38,112,14
"bagpipe_60",4,0.51059,4184.3,108,1
"bagpipe_60",5,0.418521,1045.74,84,1
"bagpipe_60",6,0.307851,522.196,72,3
"bagpipe_60",7,0.306115,3662.1,106,31
"bagpipe_60",8,0.259748,3138.56,103,-1
"bagpipe_60",9,0.23119,2615.02,100,15
"bagpipe_60",10,0.172352,6277.12,115,-1
"bagpipe_60",11,0.160345,7324.2,118,31
"bagpipe_60",12,0.142322,5754.92,114,49
"bagpipe_60",13,0.135526,2098.21,96,-4
"bagpipe_60",14,0.128694,2086.09,96,6
"bagpipe_60",15,0.106634,6800.66,116,-40
"bagpipe_60",16,0.101806,4707.84,110,-3
"bagpipe_60",17,0.0863545,5235.42,112,13
"bagpipe_60",18,0.0795463,1562.55,91,6
"bagpipe_60",19,0.0791066,2102.24,96,-8
"bagpipe_60",20,0.0754087,2082.06,96,9
"bagpipe_60",21,0.0723643,1041.7,84,8
"bagpipe_60",22,0.0707648,1049.78,84,-5
"bagpipe_60",23,0.067654,7847.75,119,12
"bagpipe_60",24,0.0663937,4178.91,108,3
"bagpipe_60",25,0.0624815,4191.03,108,-2
"bagpipe_60",26,0.0608367,1578.7,91,-12
"bagpipe_60",27,0.0535243,5223.31,112,17
"bagpipe_60",28,0.0528132,2106.28,96,-11
"bagpipe_60",29,0.0522588,2078.02,96,12
"bagpipe_61",1,1,2216.64,97,1
"bagpipe_61",2,0.89941,1662.14,92,-1
"bagpipe_61",3,0.742105,5543.62,113,14
"bagpipe_61",4,0.660435,4434.63,109,0
"bagpipe_61",5,0.508741,3325.64,104,-2
"bagpipe_61",6,0.481382,3880.13,107,31
"bagpipe_61",7,0.354768,2771.14,101,14
"bagpipe_61",8,0.350132,553.151,73,4
"bagpipe_61",9,0.316408,1107.65,85,2
"bagpipe_61",10,0.235301,6652.62,116,-2
"bagpipe_61",11,0.188475,6098.12,115,49
"bagpipe_61",12,0.166158,7761.61,119,31
"bagpipe_61",13,0.137061,5539.59,113,15
"bagpipe_61",14,0.128654,4430.59,109,2
"bagpipe_61",15,0.115286,4989.13,111,-4
"bagpipe_61",16,0.109204,7205.77,117,-40
"bagpipe_61",17,0.107629,1656.76,92,5
"bagpipe_61",18,0.106236,4438.67,109,-1
"bagpipe_61",19,0.0981727,5547.66,113,12
"bagpipe_61",20,0.0950726,2224.72,97,-6
"bagpipe_61",21,0.0938961,8316.11,120,12
"bagpipe_61",22,0.0899413,1668.87,92,-8
"bagpipe_61",23,0.0862383,3876.09,107,33
"bagpipe_61",24,0.0840177,3884.17,107,30
"bagpipe_61",25,0.080215,3321.6,104,0
"bagpipe_61",26,0.0714918,2207.22,97,8
"bagpipe_61",27,0.0641819,1652.72,92,9
"bagpipe_61",28,0.0632461,2775.18,101,12
"bagpipe_61",29,0.0599965,5551.7,113,11
"bagpipe_61",30,0.0597052,2228.75,97,-9
"bagpipe_61",31,0.0578903,4442.7,109,-3
"bagpipe_61",32,0.0571236,5535.55,113,16
"bagpipe_61",33,0.0551835,1672.91,92,-12
"bagpipe_61",34,0.0546211,2767.1,101,17
"bagpipe_61",35,0.0540331,9425.1,122,-5
"bagpipe_61",36,0.0532438,2203.18,97,11
"bagpipe_61",37,0.0508853,4426.55,109,3
"bagpipe_62",1,1,2936.68,102,14
"bagpipe_62",2,0.456014,2348.54,98,1
"bagpipe_62",3,0.400322,1761.74,93,-2
"bagpipe_62",4,0.270239,1173.6,86,2
"bagpipe_62",5,0.229115,5286.56,112,-4
"bagpipe_62",6,0.217469,4111.62,108,31
"bagpipe_62",7,0.210135,3523.48,105,-2
"bagpipe_62",8,0.177675,586.798,74,2
"bagpipe_62",9,0.167778,2929.95,102,18
"bagpipe_62",10,0.101762,2942.06,102,10
"bagpipe_62",11,0.0963081,8223.24,120,31
"bagpipe_62",12,0.0890042,7048.3,117,-2
"bagpipe_62",13,0.0888921,2925.91,102,20
"bagpipe_62",14,0.0752121,9398.18,122,0
"bagpipe_62",15,0.0736974,6461.5,116,48
"bagpipe_62",16,0.0733724,2344.5,98,4
"bagpipe_62",17,0.0727012,2946.1,102,8
"bagpipe_62",18,0.0697876,8810.04,121,12
"bagpipe_62",19,0.059991,3519.44,105,0
"bagpipe_62",20,0.057895,4699.77,110,0
"bagpipe_62",21,0.0533939,4695.73,110,1
"bagpipe_62",22,0.0528808,2921.88,102,22
"bagpipe_63",1,1,2488.51,99,0
"bagpipe_63",2,0.833522,1866.72,94,-2
"bagpipe_63",3,0.463474,1243.58,87,1
"bagpipe_63",4,0.357312,4977.01,111,0
"bagpipe_63",5,0.351373,621.79,75,1
"bagpipe_63",6,0.329118,3110.3,103,14
"bagpipe_63",7,0.319286,4355.22,109,31
"bagpipe_63",8,0.249825,6843.73,117,49
"bagpipe_63",9,0.226675,6221.94,115,14
"bagpipe_63",10,0.145831,3733.43,106,-2
"bagpipe_63",11,0.130691,5598.8,113,-3
"bagpipe_63",12,0.100575,1872.1,94,-7
"bagpipe_63",13,0.0916013,1859.99,94,4
"bagpipe_63",14,0.0867896,7465.52,118,-2
"bagpipe_63",15,0.079648,8088.66,119,-40
"bagpipe_63",16,0.0787162,2480.43,99,6
"bagpipe_63",17,0.0751712,2496.58,99,-5
"bagpipe_63",18,0.0699921,1239.54,87,7
"bagpipe_63",19,0.0646445,4360.61,109,29
"bagpipe_63",20,0.0609097,3106.26,103,16
"bagpipe_63",21,0.0586894,9332.24,122,12
"bagpipe_63",22,0.0567964,1876.14,94,-11
"bagpipe_63",23,0.0557508,4348.49,109,34
"bagpipe_63",24,0.0504791,1855.95,94,8
"bagpipe_64",1,1,2636.55,100,0
"bagpipe_64",2,0.971224,1977.08,95,-1
"bagpipe_64",3,0.646805,1317.6,88,1
"bagpipe_64",4,0.413717,3296.03,104,14
"bagpipe_64",5,0.383071,5273.1,112,0
"bagpipe_64",6,0.307877,4613.63,110,32
"bagpipe_64",7,0.284378,6592.05,116,14
"bagpipe_64",8,0.279796,658.129,76,3
"bagpipe_64",9,0.265256,7251.53,118,49
"bagpipe_64",10,0.184079,3955.5,107,-2
"bagpipe_64",11,0.179079,2632.51,100,3
"bagpipe_64",12,0.178845,2640.59,100,-2
"bagpipe_64",13,0.170119,1981.12,95,-5
"bagpipe_64",14,0.157791,5932.58,114,-4
"bagpipe_64",15,0.142139,1973.04,95,2
"bagpipe_64",16,0.111092,7911,119,-2
"bagpipe_64",17,0.0903654,2644.63,100,-5
"bagpipe_64",18,0.0870672,2628.48,100,6
"bagpipe_64",19,0.0819486,8570.48,120,-41
"bagpipe_64",20,0.0800771,1985.15,95,-8
"bagpipe_64",21,0.0698977,9888.08,123,12
"bagpipe_64",22,0.0657009,1969,95,6
"bagpipe_64",23,0.058963,2648.66,100,-8
"bagpipe_64",24,0.0572668,2624.44,100,8
"bagpipe_64",25,0.0551374,3300.06,104,12
"bagpipe_65",1,1,2094.17,96,-1
"bagpipe_65",2,0.756053,2792.67,101,1
"bagpipe_65",3,0.426026,1395.66,89,2
"bagpipe_65",4,0.337173,3491.18,105,14
"bagpipe_65",5,0.333832,4886.84,111,32
"bagpipe_65",6,0.309067,5585.35,113,1
"bagpipe_65",7,0.242407,6982.35,117,14
"bagpipe_65",8,0.191717,697.159,77,3
"bagpipe_65",9,0.186268,7680.86,119,49
"bagpipe_65",10,0.136939,4189.68,108,-2
"bagpipe_65",11,0.134136,2090.13,96,2
"bagpipe_65",12,0.132383,2788.63,101,3
"bagpipe_65",13,0.124729,6283.85,115,-3
"bagpipe_65",14,0.117633,4890.88,111,31
"bagpipe_65",15,0.114887,8379.36,120,-2
"bagpipe_65",16,0.0812711,9077.87,121,-40
"bagpipe_65",17,0.0669921,2102.24,96,-8
"bagpipe_65",18,0.0592641,2784.6,101,6
"bagpipe_65",19,0.0590691,2086.09,96,6
"bagpipe_65",20,0.0571212,10473.5,124,12
"bagpipe_65",21,0.0548695,2799.4,101,-3
"bagpipe_65",22,0.0523282,7676.82,118,-50
"bagpipe_66",1,1,2219.33,97,-1
"bagpipe_66",2,0.909515,2959.56,102,0
"bagpipe_66",3,0.681315,3699.79,106,14
"bagpipe_66",4,0.677059,738.881,78,3
"bagpipe_66",5,0.643446,1479.11,90,1
"bagpipe_66",6,0.461612,7399.57,118,14
"bagpipe_66",7,0.454211,6659.35,116,-4
"bagpipe_66",8,0.424647,4440.01,109,-2
"bagpipe_66",9,0.315335,5180.24,112,31
"bagpipe_66",10,0.238186,8139.8,120,49
"bagpipe_66",11,0.194022,2223.37,97,-5
"bagpipe_66",12,0.181919,2963.6,102,-2
"bagpipe_66",13,0.152362,9620.25,122,-41
"bagpipe_66",14,0.148994,2955.52,102,3
"bagpipe_66",15,0.146985,2215.3,97,2
"bagpipe_66",16,0.125906,10360.5,124,31
"bagpipe_66",17,0.113052,8880.03,121,-2
"bagpipe_66",18,0.0933196,6655.31,116,-3
"bagpipe_66",19,0.0924448,11100.7,125,12
"bagpipe_66",20,0.0916155,2227.41,97,-8
"bagpipe_66",21,0.0902448,7395.54,118,15
"bagpipe_66",22,0.0898025,4444.05,109,-4
"bagpipe_66",23,0.0888777,733.497,78,15
"bagpipe_66",24,0.0857038,2967.64,102,-4
"bagpipe_66",25,0.0834554,4435.98,109,0
"bagpipe_66",26,0.0828427,5920.47,114,0
"bagpipe_66",27,0.0807575,8143.84,120,48
"bagpipe_66",28,0.0791313,3705.17,106,11
"bagpipe_66",29,0.0788371,2211.26,97,5
"bagpipe_66",30,0.0768619,745.61,78,-13
"bagpipe_66",31,0.0751162,2951.48,102,5
"bagpipe_66",32,0.0741253,11840.9,126,0
"bagpipe_66",33,0.0645422,1485.84,90,-7
"bagpipe_66",34,0.0617786,2231.45,97,-11
"bagpipe_66",35,0.0557497,8135.76,120,50
"bagpipe_66",36,0.054979,9624.29,122,-41
"bagpipe_66",37,0.0533831,2971.67,102,-7
"bagpipe_66",38,0.0523265,7407.65,118,12
"bagpipe_66",39,0.0511263,1469.69,90,12
"bagpipe_66",40,0.0503456,729.46,78,25
"bagpipe_67",1,1,783.294,79,2
"bagpipe_67",2,0.981465,1566.59,91,2
"bagpipe_67",3,0.840963,2349.88,98,0
"bagpipe_67",4,0.596793,3133.18,103,2
"bagpipe_67",5,0.355571,4701.11,110,-1
"bagpipe_67",6,0.296765,7835.63,119,15
"bagpipe_67",7,0.292937,5484.41,113,32
"bagpipe_67",8,0.250807,8618.93,121,50
"bagpipe_67",9,0.248093,7052.34,117,-3
"bagpipe_67",10,0.218127,3917.82,107,15
"bagpipe_67",11,0.157945,10185.5,123,-39
"bagpipe_67",12,0.154868,9402.22,122,-1
"bagpipe_67",13,0.153484,1570.63,91,-3
"bagpipe_67",14,0.153306,2353.92,98,-3
"bagpipe_67",15,0.129913,10970.2,125,32
"bagpipe_67",16,0.124699,788.678,79,-10
"bagpipe_67",17,0.110011,11753.5,126,13
"bagpipe_67",18,0.108169,3137.21,103,-1
"bagpipe_67",19,0.107171,12536.7,127,1
"bagpipe_67",20,0.0998235,7839.67,119,14
"bagpipe_67",21,0.0878812,776.565,79,16
"bagpipe_67",22,0.0769692,1558.51,91,10
"bagpipe_67",23,0.0763767,3924.55,107,12
"bagpipe_67",24,0.0750439,1574.66,91,-7
"bagpipe_67",25,0.0705464,3129.14,103,4
"bagpipe_67",26,0.0704868,6267.7,115,1
"bagpipe_67",27,0.0704192,792.715,79,-19
"bagpipe_67",28,0.0669284,2357.96,98,-6
"bagpipe_67",29,0.0640382,8622.97,121,49
"bagpipe_67",30,0.0586377,2341.81,98,6
"bagpipe_67",31,0.0569835,7060.41,117,-5
"bagpipe_67",32,0.0550395,1554.48,91,15
"bagpipe_67",33,0.0547908,772.527,79,25
"bagpipe_67",34,0.0528164,1578.7,91,-12
"bagpipe_67",35,0.0518191,7843.71,119,13
"bagpipe_67",36,0.0518131,2362,98,-9
"bagpipe_67",37,0.0517682,3141.25,103,-3
"bagpipe_68",1,1,2493.89,99,-3
"bagpipe_68",2,0.968407,1662.14,92,-1
"bagpipe_68",3,0.634706,4157.38,108,12
"bagpipe_68",4,0.497735,7483.02,118,-6
"bagpipe_68",5,0.488907,830.399,80,0
"bagpipe_68",6,0.407856,3325.64,104,-2
"bagpipe_68",7,0.329506,8314.76,120,12
"bagpipe_68",8,0.313034,5820.87,114,29
"bagpipe_68",9,0.191508,2497.93,99,-6
"bagpipe_68",10,0.150288,4987.78,111,-3
"bagpipe_68",11,0.136619,1658.11,92,3
"bagpipe_68",12,0.129619,6652.62,116,-2
"bagpipe_68",13,0.117994,4162.76,108,10
"bagpipe_68",14,0.105579,12473.5,127,10
"bagpipe_68",15,0.0988281,9978.25,123,-4
"bagpipe_68",16,0.0944577,10810,124,-42
"bagpipe_68",17,0.0931742,2501.97,99,-9
"bagpipe_68",18,0.0837024,1670.22,92,-9
"bagpipe_68",19,0.0835903,9147.85,122,47
"bagpipe_68",20,0.079917,2485.81,99,2
"bagpipe_68",21,0.0787523,4150.65,108,15
"bagpipe_68",22,0.0665337,1654.07,92,7
"bagpipe_68",23,0.0650988,825.016,80,12
"bagpipe_68",24,0.0635755,837.129,80,-14
"bagpipe_68",25,0.0617491,4166.8,108,8
"bagpipe_68",26,0.0603565,11641.7,126,29
"bagpipe_68",27,0.0600654,2506,99,-12
"bagpipe_68",28,0.0590426,3331.02,104,-4
"bagpipe_68",29,0.056071,1674.26,92,-14
"bagpipe_68",30,0.0520766,2481.78,99,5
"bagpipe_69",1,1,3518.09,105,1
"bagpipe_69",2,0.857414,4398.29,109,14
"bagpipe_69",3,0.825444,878.851,81,2
"bagpipe_69",4,0.699312,1759.05,93,1
"bagpipe_69",5,0.413093,7917.73,119,-3
"bagpipe_69",6,0.198692,2639.24,100,-1
"bagpipe_69",7,0.15595,5278.49,112,-1
"bagpipe_69",8,0.132203,3512.71,105,4
"bagpipe_69",9,0.131753,3524.82,105,-2
"bagpipe_69",10,0.131375,8797.93,121,14
"bagpipe_69",11,0.126248,9678.12,123,49
"bagpipe_69",12,0.118832,1755.01,93,5
"bagpipe_69",13,0.116639,1763.08,93,-3
"bagpipe_69",14,0.108795,10558.3,124,-2
"bagpipe_69",15,0.105161,15836.8,128,0
"bagpipe_69",16,0.104412,14077.8,128,0
"bagpipe_69",17,0.100616,7037.53,117,1
"bagpipe_69",18,0.0919486,14956.6,128,0
"bagpipe_69",19,0.0914556,4405.02,109,12
"bagpipe_69",20,0.0822231,11437.2,125,-40
"bagpipe_69",21,0.0788817,3508.67,105,6
"bagpipe_69",22,0.0761872,3528.86,105,-4
"bagpipe_69",23,0.071918,885.58,81,-11
"bagpipe_69",24,0.0616655,4388.87,109,18
"bagpipe_69",25,0.0589143,1767.12,93,-7
"bagpipe_69",26,0.0586555,1750.97,93,9
"bagpipe_69",27,0.0576103,869.43,81,21
"bagpipe_69",28,0.0559503,16717,128,0
"bagpipe_69",29,0.0553542,3504.64,105,8
"bagpipe_69",30,0.0538104,3532.9,105,-6
"bagpipe_69",31,0.0520323,4409.06,109,10
"bagpipe_70",1,1,931.339,82,2
"bagpipe_70",2,0.698788,2795.36,101,-1
"bagpipe_70",3,0.56666,4658.04,110,15
"bagpipe_70",4,0.549998,3726.7,106,1
"bagpipe_70",5,0.521582,1862.68,94,2
"bagpipe_70",6,0.44756,8386.09,120,-3
"bagpipe_70",7,0.444788,5590.73,113,-1
"bagpipe_70",8,0.421761,6522.07,116,32
"bagpipe_70",9,0.335371,9317.43,122,15
"bagpipe_70",10,0.180788,927.302,82,9
"bagpipe_70",11,0.167926,10250.1,124,50
"bagpipe_70",12,0.15837,935.377,82,-6
"bagpipe_70",13,0.109641,3730.74,106,-1
"bagpipe_70",14,0.108843,7454.75,118,1
"bagpipe_70",15,0.10387,11181.5,125,-1
"bagpipe_70",16,0.100669,8382.06,120,-2
"bagpipe_70",17,0.096865,5586.69,113,0
"bagpipe_70",18,0.0963479,2800.75,101,-4
"bagpipe_70",19,0.0951542,12112.8,126,-39
"bagpipe_70",20,0.0915264,6526.11,116,31
